image_id,image_path,mask_available,mask_path,split,target_labels_allowed_for_training,seed
ISIC_0012148,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012148.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012148_segmentation.png,target_adaptation,false,42
ISIC_0012150,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012150.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012150_segmentation.png,target_adaptation,false,42
ISIC_0012155,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012155.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012155_segmentation.png,target_adaptation,false,42
ISIC_0012164,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012164.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012164_segmentation.png,target_adaptation,false,42
ISIC_0012167,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012167.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012167_segmentation.png,target_adaptation,false,42
ISIC_0012173,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012173.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012173_segmentation.png,target_adaptation,false,42
ISIC_0012175,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012175.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012175_segmentation.png,target_adaptation,false,42
ISIC_0012179,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012179.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012179_segmentation.png,target_adaptation,false,42
ISIC_0012182,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012182.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012182_segmentation.png,target_adaptation,false,42
ISIC_0012203,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012203.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012203_segmentation.png,target_adaptation,false,42
ISIC_0012205,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012205.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012205_segmentation.png,target_adaptation,false,42
ISIC_0012208,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012208.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012208_segmentation.png,target_adaptation,false,42
ISIC_0012211,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012211.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012211_segmentation.png,target_adaptation,false,42
ISIC_0012212,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012212.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012212_segmentation.png,target_adaptation,false,42
ISIC_0012213,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012213.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012213_segmentation.png,target_adaptation,false,42
ISIC_0012214,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012214.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012214_segmentation.png,target_adaptation,false,42
ISIC_0012217,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012217.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012217_segmentation.png,target_adaptation,false,42
ISIC_0012224,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012224.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012224_segmentation.png,target_adaptation,false,42
ISIC_0012227,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012227.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012227_segmentation.png,target_adaptation,false,42
ISIC_0012228,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012228.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012228_segmentation.png,target_adaptation,false,42
ISIC_0012230,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012230.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012230_segmentation.png,target_adaptation,false,42
ISIC_0012232,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012232.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012232_segmentation.png,target_adaptation,false,42
ISIC_0012233,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012233.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012233_segmentation.png,target_adaptation,false,42
ISIC_0012237,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012237.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012237_segmentation.png,target_adaptation,false,42
ISIC_0012238,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012238.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012238_segmentation.png,target_adaptation,false,42
ISIC_0012245,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012245.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012245_segmentation.png,target_adaptation,false,42
ISIC_0012246,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012246.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012246_segmentation.png,target_adaptation,false,42
ISIC_0012250,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012250.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012250_segmentation.png,target_adaptation,false,42
ISIC_0012253,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012253.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012253_segmentation.png,target_adaptation,false,42
ISIC_0012257,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012257.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012257_segmentation.png,target_adaptation,false,42
ISIC_0012259,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012259.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012259_segmentation.png,target_adaptation,false,42
ISIC_0012260,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012260.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012260_segmentation.png,target_adaptation,false,42
ISIC_0012261,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012261.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012261_segmentation.png,target_adaptation,false,42
ISIC_0012263,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012263.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012263_segmentation.png,target_adaptation,false,42
ISIC_0012268,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012268.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012268_segmentation.png,target_adaptation,false,42
ISIC_0012271,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012271.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012271_segmentation.png,target_adaptation,false,42
ISIC_0012274,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012274.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012274_segmentation.png,target_adaptation,false,42
ISIC_0012281,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012281.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012281_segmentation.png,target_adaptation,false,42
ISIC_0012282,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012282.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012282_segmentation.png,target_adaptation,false,42
ISIC_0012284,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012284.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012284_segmentation.png,target_adaptation,false,42
ISIC_0012285,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012285.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012285_segmentation.png,target_adaptation,false,42
ISIC_0012290,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012290.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012290_segmentation.png,target_adaptation,false,42
ISIC_0012291,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012291.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012291_segmentation.png,target_adaptation,false,42
ISIC_0012294,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012294.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012294_segmentation.png,target_adaptation,false,42
ISIC_0012298,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012298.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012298_segmentation.png,target_adaptation,false,42
ISIC_0012299,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012299.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012299_segmentation.png,target_adaptation,false,42
ISIC_0012309,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012309.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012309_segmentation.png,target_adaptation,false,42
ISIC_0012311,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012311.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012311_segmentation.png,target_adaptation,false,42
ISIC_0012318,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012318.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012318_segmentation.png,target_adaptation,false,42
ISIC_0012320,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012320.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012320_segmentation.png,target_adaptation,false,42
ISIC_0012322,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012322.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012322_segmentation.png,target_adaptation,false,42
ISIC_0012324,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012324.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012324_segmentation.png,target_adaptation,false,42
ISIC_0012325,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012325.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012325_segmentation.png,target_adaptation,false,42
ISIC_0012329,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012329.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012329_segmentation.png,target_adaptation,false,42
ISIC_0012332,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012332.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012332_segmentation.png,target_adaptation,false,42
ISIC_0012333,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012333.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012333_segmentation.png,target_adaptation,false,42
ISIC_0012334,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012334.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012334_segmentation.png,target_adaptation,false,42
ISIC_0012338,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012338.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012338_segmentation.png,target_adaptation,false,42
ISIC_0012348,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012348.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012348_segmentation.png,target_adaptation,false,42
ISIC_0012351,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012351.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012351_segmentation.png,target_adaptation,false,42
ISIC_0012363,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012363.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012363_segmentation.png,target_adaptation,false,42
ISIC_0012374,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012374.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012374_segmentation.png,target_adaptation,false,42
ISIC_0012376,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012376.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012376_segmentation.png,target_adaptation,false,42
ISIC_0012377,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012377.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012377_segmentation.png,target_adaptation,false,42
ISIC_0012378,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012378.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012378_segmentation.png,target_adaptation,false,42
ISIC_0012381,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012381.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012381_segmentation.png,target_adaptation,false,42
ISIC_0012382,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012382.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012382_segmentation.png,target_adaptation,false,42
ISIC_0012384,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012384.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012384_segmentation.png,target_adaptation,false,42
ISIC_0012386,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012386.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012386_segmentation.png,target_adaptation,false,42
ISIC_0012390,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012390.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012390_segmentation.png,target_adaptation,false,42
ISIC_0012391,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012391.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012391_segmentation.png,target_adaptation,false,42
ISIC_0012397,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012397.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012397_segmentation.png,target_adaptation,false,42
ISIC_0012413,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012413.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012413_segmentation.png,target_adaptation,false,42
ISIC_0012415,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012415.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012415_segmentation.png,target_adaptation,false,42
ISIC_0012435,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012435.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012435_segmentation.png,target_adaptation,false,42
ISIC_0012442,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012442.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012442_segmentation.png,target_adaptation,false,42
ISIC_0012445,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012445.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012445_segmentation.png,target_adaptation,false,42
ISIC_0012450,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012450.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012450_segmentation.png,target_adaptation,false,42
ISIC_0012453,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012453.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012453_segmentation.png,target_adaptation,false,42
ISIC_0012455,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012455.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012455_segmentation.png,target_adaptation,false,42
ISIC_0012459,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012459.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012459_segmentation.png,target_adaptation,false,42
ISIC_0012460,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012460.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012460_segmentation.png,target_adaptation,false,42
ISIC_0012464,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012464.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012464_segmentation.png,target_adaptation,false,42
ISIC_0012469,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012469.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012469_segmentation.png,target_adaptation,false,42
ISIC_0012473,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012473.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012473_segmentation.png,target_adaptation,false,42
ISIC_0012475,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012475.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012475_segmentation.png,target_adaptation,false,42
ISIC_0012478,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012478.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012478_segmentation.png,target_adaptation,false,42
ISIC_0012481,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012481.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012481_segmentation.png,target_adaptation,false,42
ISIC_0012487,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012487.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012487_segmentation.png,target_adaptation,false,42
ISIC_0012489,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012489.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012489_segmentation.png,target_adaptation,false,42
ISIC_0012495,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012495.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012495_segmentation.png,target_adaptation,false,42
ISIC_0012496,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012496.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012496_segmentation.png,target_adaptation,false,42
ISIC_0012506,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012506.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012506_segmentation.png,target_adaptation,false,42
ISIC_0012511,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012511.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012511_segmentation.png,target_adaptation,false,42
ISIC_0012512,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012512.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012512_segmentation.png,target_adaptation,false,42
ISIC_0012517,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012517.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012517_segmentation.png,target_adaptation,false,42
ISIC_0012520,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012520.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012520_segmentation.png,target_adaptation,false,42
ISIC_0012521,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012521.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012521_segmentation.png,target_adaptation,false,42
ISIC_0012523,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012523.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012523_segmentation.png,target_adaptation,false,42
ISIC_0012526,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012526.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012526_segmentation.png,target_adaptation,false,42
ISIC_0012527,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012527.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012527_segmentation.png,target_adaptation,false,42
ISIC_0012529,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012529.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012529_segmentation.png,target_adaptation,false,42
ISIC_0012543,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012543.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012543_segmentation.png,target_adaptation,false,42
ISIC_0012549,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012549.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012549_segmentation.png,target_adaptation,false,42
ISIC_0012653,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012653.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012653_segmentation.png,target_adaptation,false,42
ISIC_0012655,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012655.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012655_segmentation.png,target_adaptation,false,42
ISIC_0012657,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012657.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012657_segmentation.png,target_adaptation,false,42
ISIC_0012658,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012658.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012658_segmentation.png,target_adaptation,false,42
ISIC_0012659,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012659.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012659_segmentation.png,target_adaptation,false,42
ISIC_0012662,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012662.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012662_segmentation.png,target_adaptation,false,42
ISIC_0012663,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012663.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012663_segmentation.png,target_adaptation,false,42
ISIC_0012665,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012665.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012665_segmentation.png,target_adaptation,false,42
ISIC_0012666,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012666.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012666_segmentation.png,target_adaptation,false,42
ISIC_0012669,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012669.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012669_segmentation.png,target_adaptation,false,42
ISIC_0012670,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012670.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012670_segmentation.png,target_adaptation,false,42
ISIC_0012671,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012671.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012671_segmentation.png,target_adaptation,false,42
ISIC_0012673,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012673.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012673_segmentation.png,target_adaptation,false,42
ISIC_0012676,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012676.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012676_segmentation.png,target_adaptation,false,42
ISIC_0012678,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012678.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012678_segmentation.png,target_adaptation,false,42
ISIC_0012679,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012679.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012679_segmentation.png,target_adaptation,false,42
ISIC_0012680,D:\Project_ConvLoRA\ISIC-2017_Training_Data\ISIC_0012680.jpg,true,D:\Project_ConvLoRA\ISIC-2017_Training_Part1_GroundTruth\ISIC_0012680_segmentation.png,target_adaptation,false,42
